contrast,dissimilarity,homogeneity,energy,correlation,entropy,asm
[0.0],[0.0],[1.0],[0.007142487885206824],[297747659192.3628],[5.148169325504159],[0.007142487885206824]
[0.0],[0.0],[1.0],[0.020947762838458762],[101476700761.3821],[4.690847505728252],[0.020947762838458762]
[0.0],[0.0],[1.0],[0.010970144018279362],[233469309894.50708],[4.837543381356454],[0.010970144018279362]
[0.0],[0.0],[1.0],[0.029015088376593633],[75312286853.85735],[4.764883955756767],[0.029015088376593633]
[0.0],[0.0],[1.0],[0.009667242818450652],[51143642555.82322],[5.024388122809366],[0.009667242818450652]
[0.0],[0.0],[1.0000000000000002],[0.009984725304162077],[187304431565.84808],[5.137377348253763],[0.009984725304162077]
[0.0],[0.0],[1.0],[0.03159594819370803],[71029144749.65147],[4.817627124325031],[0.03159594819370803]
[0.0],[0.0],[1.0],[0.015575012299196073],[104275600957.68506],[5.093958767344166],[0.015575012299196073]
[0.0],[0.0],[1.0],[0.009733938039820762],[255187914263.69058],[5.007323603394501],[0.009733938039820762]
[0.0],[0.0],[1.0],[0.012143043185220356],[193545974047.48752],[4.961574072635437],[0.012143043185220356]
[0.0],[0.0],[1.0],[0.0067876525054296295],[311506591871.3085],[5.172741142783142],[0.0067876525054296295]
[0.0],[0.0],[1.0],[0.01151335819765751],[207714806156.13525],[4.971821086923102],[0.01151335819765751]
[0.0],[0.0],[1.0],[0.010817819928114265],[169612890904.0774],[5.1019145754802135],[0.010817819928114265]
[0.0],[0.0],[1.0],[0.007906419101934445],[201416887608.88504],[5.270974290653502],[0.007906419101934445]
[0.0],[0.0],[1.0],[0.012260569919242624],[178198093688.06653],[4.838800288836717],[0.012260569919242624]
[0.0],[0.0],[0.9999999999999999],[0.0105037801188665],[199051531220.10135],[4.991740813148471],[0.0105037801188665]
[0.0],[0.0],[1.0],[0.025879157251218803],[80243085747.94513],[4.8574203454361164],[0.025879157251218803]
[0.0],[0.0],[1.0],[0.01335852768891719],[186783036036.19452],[4.831173274054684],[0.01335852768891719]
[0.0],[0.0],[0.9999999999999998],[0.00963588281513888],[159794385450.73785],[5.208541113472767],[0.00963588281513888]
[0.0],[0.0],[0.9999999999999999],[0.014877108059929341],[167374325992.42786],[4.794598804764401],[0.014877108059929341]
[0.0],[0.0],[1.0],[0.02383593498080394],[97611875637.56902],[4.713247721875588],[0.02383593498080394]
[0.0],[0.0],[1.0],[0.023214533694791577],[108551879060.30096],[4.767791674502106],[0.023214533694791577]
[0.0],[0.0],[0.9999999999999999],[0.020510858276353534],[122439014133.21838],[4.743694179070891],[0.020510858276353534]
[0.0],[0.0],[1.0],[0.010678178564106858],[200936239689.67908],[5.032625680929592],[0.010678178564106858]
[0.0],[0.0],[1.0],[0.011852536279613118],[185769938272.3155],[4.988264606746445],[0.011852536279613118]
[0.0],[0.0],[1.0],[0.011686279150263799],[169786543188.06305],[5.1228080038146455],[0.011686279150263799]
[0.0],[0.0],[0.9999999999999999],[0.038479534243333044],[58164973997.22908],[4.405288850850049],[0.038479534243333044]
[0.0],[0.0],[1.0],[0.010271266660621777],[209195974893.751],[5.144505341186871],[0.010271266660621777]
[0.0],[0.0],[1.0],[0.01684255080561617],[109438645004.98593],[4.660330629730831],[0.01684255080561617]
[0.0],[0.0],[1.0],[0.011348696790639694],[154301596775.77087],[5.129347465648939],[0.011348696790639694]
[0.0],[0.0],[1.0],[0.009306250257740109],[151947974477.2885],[5.056685511138329],[0.009306250257740109]
[0.0],[0.0],[0.9999999999999999],[0.02851498432538401],[74405077426.66963],[4.822340785204648],[0.02851498432538401]
[0.0],[0.0],[0.9999999999999999],[0.008471809315603727],[187167463877.6944],[5.153203574083067],[0.008471809315603727]
[0.0],[0.0],[1.0],[0.00810328387021089],[140796965668.71054],[5.166409927833927],[0.00810328387021089]
[0.0],[0.0],[1.0],[0.02643208197126494],[85630310213.33179],[4.6211226535410725],[0.02643208197126494]
[0.0],[0.0],[1.0],[0.008658847952167707],[236024872296.53574],[5.241178628612499],[0.008658847952167707]
[0.0],[0.0],[1.0],[0.016239378751376248],[114730800620.23022],[4.966745872912827],[0.016239378751376248]
[0.0],[0.0],[1.0],[0.012371364688817246],[142306260652.19666],[5.113414180524108],[0.012371364688817246]
[0.0],[0.0],[1.0000000000000002],[0.010270472770147135],[193471716490.70154],[5.111977793644796],[0.010270472770147135]
[0.0],[0.0],[1.0],[0.011490882561285595],[179722751964.86517],[5.089869399624226],[0.011490882561285595]
[0.0],[0.0],[0.9999999999999999],[0.013107357282651617],[165391768576.44675],[4.9883181457939365],[0.013107357282651617]
[0.0],[0.0],[1.0],[0.011646153155622136],[198034430982.10773],[5.001979707218397],[0.011646153155622136]
[0.0],[0.0],[1.0],[0.013805120300906672],[137101978824.22589],[5.034169081750316],[0.013805120300906672]
[0.0],[0.0],[1.0],[0.023261383171992868],[100159818844.96136],[4.768200735926242],[0.023261383171992868]
[0.0],[0.0],[1.0],[0.016683092366635933],[109509250643.1864],[4.9996888442389595],[0.016683092366635933]
[0.0],[0.0],[1.0000000000000002],[0.011982962740960081],[170536709818.07346],[5.107266507053774],[0.011982962740960081]
[0.0],[0.0],[1.0],[0.022593725631324287],[109767769420.92812],[4.768943466916603],[0.022593725631324287]
[0.0],[0.0],[1.0],[0.033004249108050124],[27232664267.20362],[4.842117057286223],[0.033004249108050124]
[0.0],[0.0],[1.0],[0.009628725884183368],[170928812823.00342],[5.208559378187477],[0.009628725884183368]
[0.0],[0.0],[1.0],[0.01064410079286029],[173841601641.50507],[4.998540415881356],[0.01064410079286029]
[0.0],[0.0],[1.0],[0.011049951180943096],[189363964183.94568],[5.036152830275258],[0.011049951180943096]
[0.0],[0.0],[1.0],[0.015526271325144336],[151231686628.1743],[4.9046172619982205],[0.015526271325144336]
[0.0],[0.0],[1.0],[0.03489375967375827],[70268430706.95634],[4.604300368244656],[0.03489375967375827]
[0.0],[0.0],[1.0000000000000002],[0.009410617903079491],[213355006207.4266],[5.137856783836021],[0.009410617903079491]
[0.0],[0.0],[0.9999999999999999],[0.012601426588048095],[39992651451.6392],[4.992692190717367],[0.012601426588048095]
[0.0],[0.0],[1.0],[0.008663550444599271],[171591693885.723],[5.284660075400338],[0.008663550444599271]
[0.0],[0.0],[1.0],[0.008884522860236254],[171472028414.21],[5.276733656750141],[0.008884522860236254]
[0.0],[0.0],[0.9999999999999999],[0.019618477514492028],[112091548490.15872],[4.926222705375851],[0.019618477514492028]
[0.0],[0.0],[1.0],[0.011501291340816143],[154277695473.58676],[5.090029498455607],[0.011501291340816143]
[0.0],[0.0],[1.0],[0.008858977993245977],[125608808260.86569],[5.141829299858711],[0.008858977993245977]
[0.0],[0.0],[1.0],[0.009672266288180789],[192980685255.43793],[5.24082972854839],[0.009672266288180789]
[0.0],[0.0],[0.9999999999999999],[0.01704747480501742],[136808409962.47244],[4.800607093861652],[0.01704747480501742]
[0.0],[0.0],[1.0],[0.011001803128617153],[214954790649.92102],[4.989590593778539],[0.011001803128617153]
[0.0],[0.0],[1.0],[0.009233531484324046],[222834101068.53638],[5.14359943158515],[0.009233531484324046]
[0.0],[0.0],[1.0],[0.009964219498878829],[195539002181.06735],[5.170088261908679],[0.009964219498878829]
[0.0],[0.0],[1.0],[0.00915055199082158],[154050583387.8096],[5.047313909727099],[0.00915055199082158]
[0.0],[0.0],[1.0],[0.013555173624254319],[120644486410.8545],[4.9057597649393],[0.013555173624254319]
[0.0],[0.0],[0.9999999999999999],[0.012839893660586401],[157170802714.81696],[4.810330507112651],[0.012839893660586401]
[0.0],[0.0],[1.0],[0.030101912167175213],[82525030908.66443],[4.612857757094683],[0.030101912167175213]
[0.0],[0.0],[1.0],[0.010083955727491161],[86511729126.69284],[5.203744128547775],[0.010083955727491161]
[0.0],[0.0],[1.0],[0.01063826549883565],[165569935306.99957],[5.009244953432378],[0.01063826549883565]
[0.0],[0.0],[1.0000000000000002],[0.007537534815628454],[213653694345.86884],[5.34613756816324],[0.007537534815628454]
[0.0],[0.0],[1.0],[0.010161069365262449],[186392604794.29633],[4.97862849130196],[0.010161069365262449]
[0.0],[0.0],[1.0],[0.020052188952112495],[123704989895.39102],[4.74786161836599],[0.020052188952112495]
[0.0],[0.0],[1.0],[0.014468981665120862],[134960409287.668],[5.031882533551152],[0.014468981665120862]
[0.0],[0.0],[1.0],[0.012274302373336814],[194637349303.9757],[4.945944317427216],[0.012274302373336814]
[0.0],[0.0],[1.0],[0.01427919056559589],[173107819089.75726],[4.746485605793129],[0.01427919056559589]
[0.0],[0.0],[1.0],[0.011570697054457155],[189371604424.11694],[4.996351387800159],[0.011570697054457155]
[0.0],[0.0],[1.0],[0.012911279441162597],[158396910171.5853],[5.004429469679557],[0.012911279441162597]
[0.0],[0.0],[1.0],[0.016586070286375938],[123643393418.0906],[5.000240098618602],[0.016586070286375938]
[0.0],[0.0],[1.0],[0.013258348420730561],[152007459824.4865],[4.946874741478348],[0.013258348420730561]
[0.0],[0.0],[1.0],[0.010005538340856095],[210784122805.98724],[5.162735679089739],[0.010005538340856095]
[0.0],[0.0],[1.0],[0.010632972477762142],[209617335816.47357],[5.013515789636212],[0.010632972477762142]
[0.0],[0.0],[1.0],[0.01129062790192235],[159014537335.95502],[5.088510446097184],[0.01129062790192235]
[0.0],[0.0],[1.0],[0.008469476875221848],[235665700779.73465],[5.132258235917488],[0.008469476875221848]
[0.0],[0.0],[1.0],[0.0077291319635652105],[228204230074.7736],[5.218977048783587],[0.0077291319635652105]
[0.0],[0.0],[1.0],[0.009589097129481442],[219381121311.78235],[4.996553385542862],[0.009589097129481442]
[0.0],[0.0],[1.0],[0.008110265097431886],[256886626950.88104],[5.09856496142251],[0.008110265097431886]
[0.0],[0.0],[1.0],[0.011930682705044545],[201364414325.96942],[4.958614075911769],[0.011930682705044545]
[0.0],[0.0],[1.0],[0.008108854870924397],[268775483035.61642],[5.049750516315938],[0.008108854870924397]
[0.0],[0.0],[1.0],[0.006069313220659949],[272819150879.0857],[5.387867955742497],[0.006069313220659949]
[0.0],[0.0],[1.0],[0.04911224794718467],[34586071686.985756],[4.4677389530242335],[0.04911224794718467]
[0.0],[0.0],[1.0000000000000002],[0.008639452431071098],[224092929623.43298],[5.032631061174088],[0.008639452431071098]
[0.0],[0.0],[1.0],[0.01397488613392836],[180229795738.37817],[4.7257991485194815],[0.01397488613392836]
[0.0],[0.0],[1.0],[0.009624412851816078],[230235781807.6079],[4.984531669596773],[0.009624412851816078]
[0.0],[0.0],[0.9999999999999999],[0.016165119337885205],[143652844426.48944],[4.890667125284397],[0.016165119337885205]
[0.0],[0.0],[0.9999999999999999],[0.013079534659372796],[160814067000.80576],[5.114674021030837],[0.013079534659372796]
[0.0],[0.0],[1.0],[0.01058758082394013],[157948960375.83624],[5.248337654092149],[0.01058758082394013]
[0.0],[0.0],[1.0],[0.013172699556212697],[161354798569.6876],[4.966737493174078],[0.013172699556212697]
[0.0],[0.0],[1.0],[0.00868388460412297],[164890389014.24475],[5.092304639021755],[0.00868388460412297]
[0.0],[0.0],[1.0],[0.01668223550819179],[106177449304.14299],[5.066655228551439],[0.01668223550819179]
[0.0],[0.0],[1.0],[0.015436733266161944],[88170707896.7568],[5.071312217391998],[0.015436733266161944]
[0.0],[0.0],[1.0],[0.011963531419617382],[156291048926.2608],[4.925450349629493],[0.011963531419617382]
[0.0],[0.0],[1.0],[0.04082386653002439],[58624059716.28742],[4.771029735889927],[0.04082386653002439]
[0.0],[0.0],[1.0],[0.018402625696949913],[87698448950.35207],[5.1004376598409245],[0.018402625696949913]
[0.0],[0.0],[1.0],[0.04117063628493083],[70616648918.92517],[4.507661275601638],[0.04117063628493083]
[0.0],[0.0],[1.0],[0.011409310471948507],[243176851975.1427],[4.822611297078669],[0.011409310471948507]
[0.0],[0.0],[1.0],[0.005727428084710662],[330425333461.2448],[5.262053183661853],[0.005727428084710662]
[0.0],[0.0],[1.0000000000000002],[0.007602112445071469],[108081798617.83011],[5.251926647099767],[0.007602112445071469]
[0.0],[0.0],[1.0],[0.026660429983965242],[77362602533.35074],[4.982668427792067],[0.026660429983965242]
[0.0],[0.0],[1.0],[0.02690831358786623],[98510052471.54282],[4.832402802455748],[0.02690831358786623]
[0.0],[0.0],[1.0],[0.006911777609385576],[328289644817.11487],[5.125560819774561],[0.006911777609385576]
[0.0],[0.0],[1.0],[0.00542251398412452],[318565955909.26196],[5.324342209037698],[0.00542251398412452]
[0.0],[0.0],[1.0],[0.011617781269433766],[237404402075.37726],[4.738484205695789],[0.011617781269433766]
[0.0],[0.0],[1.0],[0.02875123351425738],[103145196168.44272],[4.470488675117547],[0.02875123351425738]
[0.0],[0.0],[1.0],[0.024380930493835884],[94923663680.0044],[4.820697151006555],[0.024380930493835884]
[0.0],[0.0],[1.0],[0.009912782823421996],[48896271430.691475],[4.9971021201080825],[0.009912782823421996]
[0.0],[0.0],[1.0],[0.0167251330692145],[155747423601.92618],[4.896278542676065],[0.0167251330692145]
[0.0],[0.0],[0.9999999999999999],[0.005805844030658082],[232135745569.19266],[5.243743757384467],[0.005805844030658082]
[0.0],[0.0],[1.0],[0.022787325355956338],[96863853081.95311],[4.907968898566731],[0.022787325355956338]
[0.0],[0.0],[1.0],[0.024231313871032348],[68454056439.99384],[4.978730505774449],[0.024231313871032348]
[0.0],[0.0],[1.0],[0.01284461108440626],[180496829042.52213],[4.776184464879735],[0.01284461108440626]
[0.0],[0.0],[0.9999999999999999],[0.011378354585652412],[222139138401.04416],[4.975974255450282],[0.011378354585652412]
[0.0],[0.0],[1.0],[0.007472802051931444],[213031796233.33734],[5.269231251553244],[0.007472802051931444]
[0.0],[0.0],[1.0],[0.007532883820570946],[290329541209.08887],[5.133703670861323],[0.007532883820570946]
[0.0],[0.0],[1.0],[0.005047247276047015],[315686257693.107],[5.358617138705199],[0.005047247276047015]
[0.0],[0.0],[0.9999999999999999],[0.009586580198306893],[225405545942.55685],[4.963804754668159],[0.009586580198306893]
[0.0],[0.0],[1.0],[0.007882936966695791],[232600020466.85675],[5.172638125179837],[0.007882936966695791]
[0.0],[0.0],[1.0],[0.007246583239712168],[298021709492.5065],[5.323290911931766],[0.007246583239712168]
[0.0],[0.0],[1.0],[0.005151029443581823],[195747825061.64346],[5.3817835976875],[0.005151029443581823]
[0.0],[0.0],[1.0],[0.006846439247064498],[356192666317.469],[5.129253148585134],[0.006846439247064498]
[0.0],[0.0],[1.0],[0.027289352383097508],[75796602626.89084],[4.972193149990701],[0.027289352383097508]
[0.0],[0.0],[1.0],[0.007103042102347052],[203096717513.12897],[5.188209024566918],[0.007103042102347052]
[0.0],[0.0],[1.0],[0.0053198131598355585],[320037104282.5771],[5.331484646579207],[0.0053198131598355585]
[0.0],[0.0],[1.0],[0.007426613865055689],[302745240322.22656],[5.026508113150565],[0.007426613865055689]
[0.0],[0.0],[1.0],[0.03197968174269981],[93477706459.80861],[4.421646874889925],[0.03197968174269981]
[0.0],[0.0],[1.0],[0.007711554177949881],[239891895176.25345],[5.062868260121631],[0.007711554177949881]
[0.0],[0.0],[1.0],[0.013132505420391509],[160720852055.16873],[5.176564194188505],[0.013132505420391509]
[0.0],[0.0],[1.0],[0.014324939955764754],[180850605412.8304],[4.880210071752829],[0.014324939955764754]
[0.0],[0.0],[1.0],[0.006198468350893022],[305102885171.0233],[5.277364972919784],[0.006198468350893022]
[0.0],[0.0],[1.0],[0.02433149357147613],[79295153463.81712],[4.985836339727081],[0.02433149357147613]
[0.0],[0.0],[1.0],[0.01120781147985642],[184378475838.7765],[5.007978010526026],[0.01120781147985642]
[0.0],[0.0],[1.0],[0.005237785226616634],[322133925907.5588],[5.352997967434714],[0.005237785226616634]
[0.0],[0.0],[1.0],[0.04589150575097112],[53811894498.05605],[4.719950327425121],[0.04589150575097112]
[0.0],[0.0],[1.0],[0.005053032287383412],[320290236315.4231],[5.397568670291777],[0.005053032287383412]
[0.0],[0.0],[1.0],[0.009723894232485002],[259423762446.1471],[4.997129280143836],[0.009723894232485002]
[0.0],[0.0],[1.0],[0.004731332948844651],[327034743773.6789],[5.425385786136445],[0.004731332948844651]
[0.0],[0.0],[1.0],[0.024899600963757824],[66845418985.177956],[4.965393206895718],[0.024899600963757824]
[0.0],[0.0],[1.0],[0.013108522171245779],[177261361883.03955],[4.758561139572681],[0.013108522171245779]
[0.0],[0.0],[1.0],[0.021928302193769813],[107488515125.53091],[4.701611525511216],[0.021928302193769813]
[0.0],[0.0],[1.0],[0.01287503966308793],[131925801057.37329],[4.87969493650211],[0.01287503966308793]
[0.0],[0.0],[1.0],[0.012755820243965776],[162588045870.91],[4.779769679975252],[0.012755820243965776]
[0.0],[0.0],[1.0],[0.015144223116874713],[147893688647.02765],[4.905411670473336],[0.015144223116874713]
[0.0],[0.0],[1.0],[0.008261319998386328],[252913033937.8676],[5.113141856506765],[0.008261319998386328]
[0.0],[0.0],[1.0],[0.01232578498623145],[146749422327.8159],[5.20532689420524],[0.01232578498623145]
[0.0],[0.0],[1.0],[0.01305465301227832],[107119568357.84534],[5.239550622207642],[0.01305465301227832]
[0.0],[0.0],[1.0],[0.017516403867578436],[141272765730.18887],[4.717370668715291],[0.017516403867578436]
[0.0],[0.0],[1.0],[0.014821131979330975],[127166873810.98488],[5.1202885324779865],[0.014821131979330975]
[0.0],[0.0],[1.0],[0.02204425745596879],[69882781023.48036],[5.016615595510933],[0.02204425745596879]
[0.0],[0.0],[1.0],[0.010970742879125486],[205917908867.11017],[4.921350413320075],[0.010970742879125486]
[0.0],[0.0],[1.0],[0.011392913597439179],[196149037414.87326],[4.910782280318722],[0.011392913597439179]
[0.0],[0.0],[1.0],[0.023673880386128436],[89454015160.17383],[4.879909062145511],[0.023673880386128436]
[0.0],[0.0],[1.0],[0.02602186963657068],[91670644527.24106],[4.708359343789967],[0.02602186963657068]
[0.0],[0.0],[1.0],[0.022378284543008893],[87355846038.25221],[4.8608174242669175],[0.022378284543008893]
[0.0],[0.0],[1.0],[0.011991432649063466],[195335037294.6106],[4.954437980874609],[0.011991432649063466]
[0.0],[0.0],[1.0],[0.01033136348873542],[143406631916.93097],[5.1272321144870645],[0.01033136348873542]
[0.0],[0.0],[1.0],[0.016574281845888602],[138227899081.94543],[4.675989043642298],[0.016574281845888602]
[0.0],[0.0],[1.0],[0.010442211102883736],[235153422356.6718],[4.825272413721397],[0.010442211102883736]
[0.0],[0.0],[1.0],[0.01876652594664062],[86153002974.46103],[5.0912122046121855],[0.01876652594664062]
[0.0],[0.0],[1.0],[0.011897526108698292],[205337548503.932],[4.785744990790564],[0.011897526108698292]
[0.0],[0.0],[1.0],[0.006846439247064498],[356192666317.469],[5.129253148585134],[0.006846439247064498]
[0.0],[0.0],[0.9999999999999999],[0.009859056755764989],[197204422940.89865],[4.984271990115633],[0.009859056755764989]
[0.0],[0.0],[0.9999999999999999],[0.005422950983741563],[379994174550.73],[5.326958409219227],[0.005422950983741563]
[0.0],[0.0],[0.9999999999999999],[0.009267207230207792],[227919559270.3362],[4.92921747500654],[0.009267207230207792]
[0.0],[0.0],[1.0],[0.04301852683190876],[63619394779.883125],[4.606788899051109],[0.04301852683190876]
[0.0],[0.0],[1.0],[0.018324625642851408],[122295832018.88176],[4.996517503838493],[0.018324625642851408]
[0.0],[0.0],[1.0],[0.041456887521254614],[68344132576.862274],[4.618463234905374],[0.041456887521254614]
[0.0],[0.0],[0.9999999999999999],[0.008730920589146263],[237702694431.02386],[4.99026208893397],[0.008730920589146263]
[0.0],[0.0],[1.0],[0.009174934903734782],[285498887465.3943],[4.933300642005415],[0.009174934903734782]
[0.0],[0.0],[1.0],[0.007711554177949881],[239891895176.25345],[5.062868260121631],[0.007711554177949881]
[0.0],[0.0],[1.0],[0.009575068870413178],[232659092481.01315],[5.091494535488064],[0.009575068870413178]
[0.0],[0.0],[1.0],[0.04508301771287806],[53033737910.7794],[4.627202865901733],[0.04508301771287806]
[0.0],[0.0],[1.0],[0.020116041576486398],[116710996708.83252],[4.915783971738332],[0.020116041576486398]
[0.0],[0.0],[1.0],[0.035935121334415],[65694264624.720604],[4.801273806804182],[0.035935121334415]
[0.0],[0.0],[1.0],[0.01921486607624256],[107280703618.10995],[4.97806245419713],[0.01921486607624256]
[0.0],[0.0],[0.9999999999999999],[0.016969750423825175],[154055352697.34814],[4.884430953559047],[0.016969750423825175]
[0.0],[0.0],[1.0],[0.022381302981804484],[82200134621.76157],[5.026880844482923],[0.022381302981804484]
[0.0],[0.0],[1.0],[0.009551727791582774],[263855283568.70883],[5.006874609075048],[0.009551727791582774]
[0.0],[0.0],[0.9999999999999999],[0.00724809442214059],[328143802187.63135],[5.236014519974882],[0.00724809442214059]
